TradeID,TradeDate,TradeTime,Symbol,AssetClass,Side,Quantity,Price,GrossNotional,Fees,Venue,ClearingMember,Key
T100423,2026-06-30,09:55:37,NIFTY-24800-CE,Option,SELL,125,182.22,22777.5,11.39,NSE,QE-CLEARING,T100423
T100424,2026-06-30,09:17:27,NIFTY-25000-PE,Option,BUY,75,146.36,10977.0,5.49,NSE,QE-CLEARING,T100424
T100425,2026-06-30,15:55:16,BANKNIFTY-55500-PE,Option,SELL,120,389.22,46706.4,23.35,BSE,QE-CLEARING,T100425
T100426,2026-06-30,13:12:33,NIFTY-24800-CE,Option,SELL,75,182.27,13670.25,6.84,NSE,QE-CLEARING,T100426
T100427,2026-06-30,12:03:07,NIFTY-24800-CE,Option,SELL,25,182.54,4563.5,2.28,NSE,QE-CLEARING,T100427
T100428,2026-06-30,14:31:32,NIFTY-24800-CE,Option,SELL,200,181.78,36356.0,18.18,NSE,QE-CLEARING,T100428
T100429,2026-06-30,14:28:11,BANKNIFTY-55500-PE,Option,BUY,45,389.22,17514.9,8.76,BSE,QE-CLEARING,T100429
T100430,2026-06-30,14:09:17,BANKNIFTY-55500-PE,Option,SELL,15,388.92,5833.8,2.92,NSE,QE-CLEARING,T100430
T100431,2026-06-30,10:14:02,NIFTY-24800-CE,Option,BUY,125,182.59,22823.75,12.32,NSE,QE-CLEARING,T100431
T100432,2026-06-30,11:00:46,NIFTY-25000-PE,Option,BUY,100,145.7,14570.0,7.29,NSE,QE-CLEARING,T100432
T100433,2026-06-30,15:05:25,BANKNIFTY-55500-PE,Option,SELL,75,386.52,28989.0,14.49,BSE,QE-CLEARING,T100433
T100434,2026-06-30,12:59:49,BANKNIFTY-55500-PE,Option,BUY,60,389.26,23355.6,11.68,BSE,QE-CLEARING,T100434
T100435,2026-06-30,12:33:27,NIFTY-24800-CE,Option,BUY,75,181.79,13634.25,6.82,NSE,QE-CLEARING,T100435
T100436,2026-06-30,12:34:27,NIFTY-24800-CE,Option,SELL,25,181.88,4547.0,2.27,BSE,QE-CLEARING,T100436
T100437,2026-06-30,11:27:24,BANKNIFTY-55000-CE,Option,BUY,120,410.74,49288.8,24.64,BSE,QE-CLEARING,T100437
T100438,2026-06-30,12:43:18,BANKNIFTY-55000-CE,Option,BUY,120,408.54,49024.8,24.51,NSE,QE-CLEARING,T100438
T100439,2026-06-30,11:14:58,BANKNIFTY-55500-PE,Option,SELL,75,387.22,29041.5,14.52,BSE,QE-CLEARING,T100439
T100440,2026-06-30,09:22:37,BANKNIFTY-55000-CE,Option,BUY,45,411.05,18497.25,9.25,NSE,QE-CLEARING,T100440
T100441,2026-06-30,15:17:31,NIFTY-24800-CE,Option,BUY,125,181.84,22730.0,11.37,BSE,QE-CLEARING,T100441
T100442,2026-06-30,09:06:44,BANKNIFTY-55500-PE,Option,BUY,30,387.95,11638.5,5.82,NSE,QE-CLEARING,T100442
T100443,2026-06-30,12:53:52,BANKNIFTY-55500-PE,Option,BUY,45,386.55,17394.75,8.7,NSE,QE-CLEARING,T100443
T100444,2026-06-30,13:07:21,NIFTY-25000-PE,Option,SELL,75,145.73,10929.75,5.46,BSE,QE-CLEARING,T100444
T100445,2026-06-30,13:04:16,NIFTY-24800-CE,Option,SELL,100,182.33,18233.0,9.12,BSE,QE-CLEARING,T100445
T100446,2026-06-30,15:47:37,BANKNIFTY-55000-CE,Option,BUY,120,409.7,49164.0,24.58,BSE,QE-CLEARING,T100446
T100447,2026-06-30,10:10:22,BANKNIFTY-55500-PE,Option,SELL,30,388.93,11667.9,5.83,NSE,QE-CLEARING,T100447
T100448,2026-06-30,14:35:58,NIFTY-25000-PE,Option,BUY,50,145.56,7278.0,3.64,NSE,QE-CLEARING,T100448
T100449,2026-06-30,12:06:53,BANKNIFTY-55500-PE,Option,BUY,75,387.37,29052.75,14.53,NSE,QE-CLEARING,T100449
T100450,2026-06-30,14:30:29,NIFTY-25000-PE,Option,BUY,200,146.18,29236.0,14.62,NSE,QE-CLEARING,T100450
T100451,2026-06-30,12:58:29,BANKNIFTY-55500-PE,Option,SELL,75,387.11,29033.25,14.52,NSE,QE-CLEARING,T100451
T100452,2026-06-30,13:03:40,NIFTY-24800-CE,Option,BUY,50,182.2,9110.0,4.55,BSE,QE-CLEARING,T100452
T100453,2026-06-30,11:08:02,NIFTY-24800-CE,Option,SELL,50,181.69,9084.5,4.54,NSE,QE-CLEARING,T100453
T100454,2026-06-30,10:15:48,BANKNIFTY-55500-PE,Option,SELL,30,388.67,11660.1,5.83,NSE,QE-CLEARING,T100454
T100455,2026-06-30,11:59:43,NIFTY-24800-CE,Option,SELL,125,181.37,22671.25,11.34,BSE,QE-CLEARING,T100455
T100456,2026-06-30,11:53:15,NIFTY-25000-PE,Option,SELL,200,145.68,29136.0,14.57,BSE,QE-CLEARING,T100456
T100457,2026-06-30,13:04:22,BANKNIFTY-55000-CE,Option,SELL,60,410.38,24622.8,12.31,BSE,QE-CLEARING,T100457
T100458,2026-06-30,13:05:04,NIFTY-24800-CE,Option,BUY,250,182.71,45677.5,22.84,NSE,QE-CLEARING,T100458
T100459,2026-06-30,13:58:18,BANKNIFTY-55500-PE,Option,BUY,60,389.39,23363.4,11.68,NSE,QE-CLEARING,T100459
T100460,2026-06-30,09:40:37,NIFTY-24800-CE,Option,BUY,75,182.42,13681.5,6.84,NSE,QE-CLEARING,T100460
T100461,2026-06-30,14:36:42,TATAMOTORS,Equity,BUY,300,982.24,294672.0,103.14,NSE,QE-CLEARING,T100461
T100462,2026-06-30,14:41:42,BAJFINANCE,Equity,BUY,200,7165.41,1433082.0,501.58,BSE,QE-CLEARING,T100462
