TradeID,Symbol,AssetClass,Venue,IntSide,ExchSide,IntQty,ExchQty,IntPrice,ExchPrice,IntFees,ExchFees,IntNotional,ExchNotional,InInternal,InExchange,BreakType,IsBreak,BreakNotional
T100365,BANKNIFTY-FUT,Future,NSE,SELL,SELL,60,60,55018.17,55018.17,660.22,660.22,3301090.2,3301090.2,1,1,MATCHED,0,0.0
T100366,BANKNIFTY-FUT,Future,NSE,BUY,BUY,60,60,55141.76,55141.76,661.7,661.7,3308505.6,3308505.6,1,1,MATCHED,0,0.0
T100367,NIFTY-FUT,Future,BSE,SELL,SELL,100,100,24796.13,24796.13,495.92,495.92,2479613.0,2479613.0,1,1,MATCHED,0,0.0
T100368,BANKNIFTY-FUT,Future,BSE,BUY,BUY,75,75,54993.36,54993.36,824.9,824.9,4124502.0,4124502.0,1,1,MATCHED,0,0.0
T100369,NIFTY-FUT,Future,BSE,BUY,BUY,250,250,24773.2,24773.2,1238.66,1238.66,6193300.0,6193300.0,1,1,MATCHED,0,0.0
T100370,NIFTY-FUT,Future,BSE,BUY,BUY,250,250,24905.22,24905.22,1245.26,1245.26,6226305.0,6226305.0,1,1,MATCHED,0,0.0
T100371,FINNIFTY-FUT,Future,NSE,SELL,SELL,40,40,26118.56,26118.56,208.95,208.95,1044742.4,1044742.4,1,1,MATCHED,0,0.0
T100372,NIFTY-FUT,Future,NSE,BUY,BUY,50,50,24878.19,24878.19,248.78,248.78,1243909.5,1243909.5,1,1,MATCHED,0,0.0
T100373,FINNIFTY-FUT,Future,BSE,BUY,BUY,200,200,26173.22,26173.22,1046.93,1046.93,5234644.0,5234644.0,1,1,MATCHED,0,0.0
T100374,FINNIFTY-FUT,Future,BSE,BUY,BUY,160,160,26049.34,26049.34,833.58,833.58,4167894.4,4167894.4,1,1,MATCHED,0,0.0
T100375,BANKNIFTY-FUT,Future,BSE,BUY,BUY,30,30,55371.75,55371.75,332.23,332.23,1661152.5,1661152.5,1,1,MATCHED,0,0.0
T100376,BANKNIFTY-FUT,Future,BSE,BUY,BUY,75,75,55293.0,55293.0,829.4,829.4,4146975.0,4146975.0,1,1,MATCHED,0,0.0
T100377,NIFTY-FUT,Future,NSE,BUY,BUY,100,100,24819.15,24819.15,496.38,496.38,2481915.0,2481915.0,1,1,MATCHED,0,0.0
T100378,NIFTY-FUT,Future,BSE,BUY,BUY,25,25,24885.58,24885.58,124.43,124.43,622139.5,622139.5,1,1,MATCHED,0,0.0
T100379,NIFTY-FUT,Future,BSE,SELL,SELL,250,250,24787.99,24787.99,1239.4,1239.4,6196997.5,6196997.5,1,1,MATCHED,0,0.0
T100380,BANKNIFTY-FUT,Future,BSE,BUY,BUY,120,120,55062.62,55062.62,1321.5,1321.5,6607514.4,6607514.4,1,1,MATCHED,0,0.0
T100381,BANKNIFTY-FUT,Future,NSE,BUY,BUY,60,60,55285.44,55285.44,663.43,663.43,3317126.4,3317126.4,1,1,MATCHED,0,0.0
T100382,FINNIFTY-FUT,Future,NSE,BUY,BUY,40,40,26083.57,26083.57,208.67,208.67,1043342.8,1043342.8,1,1,MATCHED,0,0.0
T100383,FINNIFTY-FUT,Future,NSE,BUY,BUY,200,200,26069.16,26069.16,1042.77,1042.77,5213832.0,5213832.0,1,1,MATCHED,0,0.0
T100384,FINNIFTY-FUT,Future,BSE,BUY,BUY,40,40,26199.33,26199.33,209.59,209.59,1047973.2,1047973.2,1,1,MATCHED,0,0.0
T100385,NIFTY-FUT,Future,BSE,SELL,SELL,100,100,24889.23,24889.23,497.78,497.78,2488923.0,2488923.0,1,1,MATCHED,0,0.0
T100386,FINNIFTY-FUT,Future,NSE,SELL,SELL,400,400,26201.05,26201.05,2096.08,2096.08,10480420.0,10480420.0,1,1,MATCHED,0,0.0
T100387,NIFTY-FUT,Future,NSE,BUY,BUY,200,200,24877.03,24877.03,995.08,995.08,4975406.0,4975406.0,1,1,MATCHED,0,0.0
T100388,BANKNIFTY-FUT,Future,BSE,BUY,BUY,120,120,55387.96,55387.96,1329.31,1329.31,6646555.2,6646555.2,1,1,MATCHED,0,0.0
T100389,FINNIFTY-FUT,Future,BSE,SELL,SELL,400,400,26146.99,26146.99,2091.76,2091.76,10458796.0,10458796.0,1,1,MATCHED,0,0.0
T100390,FINNIFTY-FUT,Future,NSE,SELL,SELL,320,320,26105.4,26105.4,1670.75,1670.75,8353728.0,8353728.0,1,1,MATCHED,0,0.0
T100391,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,150,150,387.63,387.63,29.07,29.07,58144.5,58144.5,1,1,MATCHED,0,0.0
T100392,NIFTY-24800-CE,Option,BSE,SELL,SELL,75,75,181.97,181.97,6.82,6.82,13647.75,13647.75,1,1,MATCHED,0,0.0
T100393,NIFTY-25000-PE,Option,NSE,SELL,SELL,100,100,145.83,145.83,7.29,7.29,14583.0,14583.0,1,1,MATCHED,0,0.0
T100394,BANKNIFTY-55000-CE,Option,BSE,BUY,BUY,45,45,409.28,409.28,9.21,9.21,18417.6,18417.6,1,1,MATCHED,0,0.0
T100395,NIFTY-25000-PE,Option,BSE,BUY,BUY,75,75,146.16,146.16,5.48,5.48,10962.0,10962.0,1,1,MATCHED,0,0.0
T100396,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,120,120,387.83,387.83,23.27,23.27,46539.6,46539.6,1,1,MATCHED,0,0.0
T100397,NIFTY-24800-CE,Option,BSE,SELL,SELL,200,200,181.37,181.37,18.14,18.14,36274.0,36274.0,1,1,MATCHED,0,0.0
T100398,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,75,75,387.22,387.22,14.52,14.52,29041.5,29041.5,1,1,MATCHED,0,0.0
T100399,NIFTY-25000-PE,Option,NSE,SELL,SELL,250,250,145.68,145.68,18.21,18.21,36420.0,36420.0,1,1,MATCHED,0,0.0
T100400,BANKNIFTY-55000-CE,Option,BSE,BUY,BUY,60,60,409.01,409.01,12.27,12.27,24540.6,24540.6,1,1,MATCHED,0,0.0
T100401,NIFTY-25000-PE,Option,BSE,BUY,BUY,125,125,146.18,146.18,9.14,9.14,18272.5,18272.5,1,1,MATCHED,0,0.0
T100402,BANKNIFTY-55000-CE,Option,BSE,SELL,SELL,30,30,409.64,409.64,6.14,6.14,12289.2,12289.2,1,1,MATCHED,0,0.0
T100403,NIFTY-25000-PE,Option,NSE,SELL,SELL,125,125,145.75,145.75,9.11,9.11,18218.75,18218.75,1,1,MATCHED,0,0.0
T100404,NIFTY-24800-CE,Option,BSE,BUY,SELL,100,100,181.32,181.32,9.07,9.07,18132.0,18132.0,1,1,SIDE BREAK,1,0.0
T100405,BANKNIFTY-55500-PE,Option,BSE,BUY,BUY,75,75,388.78,388.78,14.58,14.58,29158.5,29158.5,1,1,MATCHED,0,0.0
T100406,NIFTY-24800-CE,Option,NSE,SELL,SELL,50,50,181.56,181.56,4.54,4.54,9078.0,9078.0,1,1,MATCHED,0,0.0
T100407,NIFTY-24800-CE,Option,NSE,BUY,BUY,50,50,182.42,182.42,4.56,4.56,9121.0,9121.0,1,1,MATCHED,0,0.0
T100408,BANKNIFTY-55000-CE,Option,BSE,BUY,BUY,60,60,411.07,411.07,12.33,12.33,24664.2,24664.2,1,1,MATCHED,0,0.0
T100409,BANKNIFTY-55500-PE,Option,NSE,BUY,BUY,150,150,388.4,388.4,29.13,29.13,58260.0,58260.0,1,1,MATCHED,0,0.0
T100410,BANKNIFTY-55500-PE,Option,BSE,BUY,BUY,75,75,388.4,388.4,14.56,14.56,29130.0,29130.0,1,1,MATCHED,0,0.0
T100411,NIFTY-25000-PE,Option,BSE,SELL,SELL,100,100,145.66,145.66,7.28,7.28,14566.0,14566.0,1,1,MATCHED,0,0.0
T100412,NIFTY-25000-PE,Option,NSE,SELL,SELL,200,200,146.38,146.38,14.64,14.64,29276.0,29276.0,1,1,MATCHED,0,0.0
T100413,BANKNIFTY-55500-PE,Option,BSE,BUY,BUY,45,45,388.35,388.35,8.74,8.74,17475.75,17475.75,1,1,MATCHED,0,0.0
T100414,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,120,120,387.49,387.49,23.25,23.25,46498.8,46498.8,1,1,MATCHED,0,0.0
T100415,NIFTY-25000-PE,Option,BSE,BUY,BUY,25,25,145.92,145.92,1.82,1.82,3648.0,3648.0,1,1,MATCHED,0,0.0
T100416,NIFTY-24800-CE,Option,NSE,BUY,BUY,100,100,181.69,181.69,9.08,9.08,18169.0,18169.0,1,1,MATCHED,0,0.0
T100417,NIFTY-25000-PE,Option,NSE,SELL,SELL,250,250,146.03,146.03,18.25,19.71,36507.5,36507.5,1,1,FEE BREAK,1,0.0
T100418,BANKNIFTY-55000-CE,Option,BSE,BUY,BUY,60,60,410.41,410.41,12.31,12.31,24624.6,24624.6,1,1,MATCHED,0,0.0
T100419,NIFTY-25000-PE,Option,BSE,SELL,SELL,100,100,145.77,145.77,7.29,7.29,14577.0,14577.0,1,1,MATCHED,0,0.0
T100420,NIFTY-25000-PE,Option,BSE,BUY,BUY,25,25,146.27,146.27,1.83,1.83,3656.75,3656.75,1,1,MATCHED,0,0.0
T100421,NIFTY-25000-PE,Option,BSE,SELL,SELL,75,75,145.82,145.82,5.47,5.47,10936.5,10936.5,1,1,MATCHED,0,0.0
T100422,NIFTY-24800-CE,Option,NSE,SELL,SELL,25,25,181.65,181.65,2.27,2.27,4541.25,4541.25,1,1,MATCHED,0,0.0
T100423,NIFTY-24800-CE,Option,NSE,SELL,SELL,125,125,182.22,182.22,11.39,11.39,22777.5,22777.5,1,1,MATCHED,0,0.0
T100424,NIFTY-25000-PE,Option,NSE,BUY,BUY,75,75,146.36,146.36,5.49,5.49,10977.0,10977.0,1,1,MATCHED,0,0.0
T100425,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,120,120,389.22,389.22,23.35,23.35,46706.4,46706.4,1,1,MATCHED,0,0.0
T100426,NIFTY-24800-CE,Option,NSE,SELL,SELL,75,75,182.27,182.27,6.84,6.84,13670.25,13670.25,1,1,MATCHED,0,0.0
T100427,NIFTY-24800-CE,Option,NSE,SELL,SELL,25,25,182.54,182.54,2.28,2.28,4563.5,4563.5,1,1,MATCHED,0,0.0
T100428,NIFTY-24800-CE,Option,NSE,SELL,SELL,200,200,181.78,181.78,18.18,18.18,36356.0,36356.0,1,1,MATCHED,0,0.0
T100429,BANKNIFTY-55500-PE,Option,BSE,BUY,BUY,45,45,389.22,389.22,8.76,8.76,17514.9,17514.9,1,1,MATCHED,0,0.0
T100430,BANKNIFTY-55500-PE,Option,NSE,SELL,SELL,15,15,388.92,388.92,2.92,2.92,5833.8,5833.8,1,1,MATCHED,0,0.0
T100431,NIFTY-24800-CE,Option,NSE,BUY,BUY,125,125,182.59,182.59,11.41,12.32,22823.75,22823.75,1,1,FEE BREAK,1,0.0
T100432,NIFTY-25000-PE,Option,NSE,BUY,BUY,100,100,145.7,145.7,7.29,7.29,14570.0,14570.0,1,1,MATCHED,0,0.0
T100433,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,75,75,386.52,386.52,14.49,14.49,28989.0,28989.0,1,1,MATCHED,0,0.0
T100434,BANKNIFTY-55500-PE,Option,BSE,BUY,BUY,60,60,389.26,389.26,11.68,11.68,23355.6,23355.6,1,1,MATCHED,0,0.0
T100435,NIFTY-24800-CE,Option,NSE,BUY,BUY,75,75,181.79,181.79,6.82,6.82,13634.25,13634.25,1,1,MATCHED,0,0.0
T100436,NIFTY-24800-CE,Option,BSE,SELL,SELL,25,25,181.88,181.88,2.27,2.27,4547.0,4547.0,1,1,MATCHED,0,0.0
T100437,BANKNIFTY-55000-CE,Option,BSE,BUY,BUY,120,120,410.74,410.74,24.64,24.64,49288.8,49288.8,1,1,MATCHED,0,0.0
T100438,BANKNIFTY-55000-CE,Option,NSE,BUY,BUY,120,120,408.54,408.54,24.51,24.51,49024.8,49024.8,1,1,MATCHED,0,0.0
T100439,BANKNIFTY-55500-PE,Option,BSE,SELL,SELL,75,75,387.22,387.22,14.52,14.52,29041.5,29041.5,1,1,MATCHED,0,0.0
T100440,BANKNIFTY-55000-CE,Option,NSE,BUY,BUY,45,45,411.05,411.05,9.25,9.25,18497.25,18497.25,1,1,MATCHED,0,0.0
T100441,NIFTY-24800-CE,Option,BSE,BUY,BUY,125,125,181.84,181.84,11.37,11.37,22730.0,22730.0,1,1,MATCHED,0,0.0
T100442,BANKNIFTY-55500-PE,Option,NSE,BUY,BUY,30,30,387.95,387.95,5.82,5.82,11638.5,11638.5,1,1,MATCHED,0,0.0
T100443,BANKNIFTY-55500-PE,Option,NSE,BUY,BUY,45,45,386.55,386.55,8.7,8.7,17394.75,17394.75,1,1,MATCHED,0,0.0
T100444,NIFTY-25000-PE,Option,BSE,SELL,SELL,75,75,145.73,145.73,5.46,5.46,10929.75,10929.75,1,1,MATCHED,0,0.0
T100445,NIFTY-24800-CE,Option,BSE,SELL,SELL,100,100,182.33,182.33,9.12,9.12,18233.0,18233.0,1,1,MATCHED,0,0.0
T100446,BANKNIFTY-55000-CE,Option,BSE,BUY,BUY,120,120,409.7,409.7,24.58,24.58,49164.0,49164.0,1,1,MATCHED,0,0.0
T100447,BANKNIFTY-55500-PE,Option,NSE,SELL,SELL,30,30,388.93,388.93,5.83,5.83,11667.9,11667.9,1,1,MATCHED,0,0.0
T100448,NIFTY-25000-PE,Option,NSE,BUY,BUY,50,50,145.56,145.56,3.64,3.64,7278.0,7278.0,1,1,MATCHED,0,0.0
T100449,BANKNIFTY-55500-PE,Option,NSE,BUY,BUY,75,75,387.37,387.37,14.53,14.53,29052.75,29052.75,1,1,MATCHED,0,0.0
T100450,NIFTY-25000-PE,Option,NSE,BUY,BUY,200,200,146.18,146.18,14.62,14.62,29236.0,29236.0,1,1,MATCHED,0,0.0
T100451,BANKNIFTY-55500-PE,Option,NSE,SELL,SELL,75,75,387.11,387.11,14.52,14.52,29033.25,29033.25,1,1,MATCHED,0,0.0
T100452,NIFTY-24800-CE,Option,BSE,BUY,BUY,50,50,182.2,182.2,4.55,4.55,9110.0,9110.0,1,1,MATCHED,0,0.0
T100453,NIFTY-24800-CE,Option,NSE,SELL,SELL,50,50,181.69,181.69,4.54,4.54,9084.5,9084.5,1,1,MATCHED,0,0.0
T100454,BANKNIFTY-55500-PE,Option,NSE,SELL,SELL,30,30,388.67,388.67,5.83,5.83,11660.1,11660.1,1,1,MATCHED,0,0.0
T100455,NIFTY-24800-CE,Option,BSE,SELL,SELL,125,125,181.37,181.37,11.34,11.34,22671.25,22671.25,1,1,MATCHED,0,0.0
T100456,NIFTY-25000-PE,Option,BSE,SELL,SELL,200,200,145.68,145.68,14.57,14.57,29136.0,29136.0,1,1,MATCHED,0,0.0
T100457,BANKNIFTY-55000-CE,Option,BSE,SELL,SELL,60,60,410.38,410.38,12.31,12.31,24622.8,24622.8,1,1,MATCHED,0,0.0
T100458,NIFTY-24800-CE,Option,NSE,BUY,BUY,250,250,182.71,182.71,22.84,22.84,45677.5,45677.5,1,1,MATCHED,0,0.0
T100459,BANKNIFTY-55500-PE,Option,NSE,BUY,BUY,60,60,389.39,389.39,11.68,11.68,23363.4,23363.4,1,1,MATCHED,0,0.0
T100460,NIFTY-24800-CE,Option,NSE,BUY,BUY,75,75,182.42,182.42,6.84,6.84,13681.5,13681.5,1,1,MATCHED,0,0.0
T100461,TATAMOTORS,Equity,NSE,,BUY,,300,,982.24,,103.14,,294672.0,0,1,MISSING IN INTERNAL,1,294672.0
T100462,BAJFINANCE,Equity,BSE,,BUY,,200,,7165.41,,501.58,,1433082.0,0,1,MISSING IN INTERNAL,1,1433082.0
